trend_name,trend_url,trend_query,tweet_volume,searched_at_datetime,searched_in_country
ICAC,http://twitter.com/search?q=ICAC,ICAC,59674.0,2021-10-02 13:06:44.759519,Australia
ICAC,http://twitter.com/search?q=ICAC,ICAC,59674.0,2021-10-02 13:06:44.759519,Australia
#MUNEVE,http://twitter.com/search?q=%23MUNEVE,%23MUNEVE,69280.0,2021-10-02 13:06:44.759519,Australia
#DanNext,http://twitter.com/search?q=%23DanNext,%23DanNext,32091.0,2021-10-02 13:06:44.759519,Australia
#RSAvNZL,http://twitter.com/search?q=%23RSAvNZL,%23RSAvNZL,11784.0,2021-10-02 13:06:44.759519,Australia
Townsend,http://twitter.com/search?q=Townsend,Townsend,21059.0,2021-10-02 13:06:44.759519,Australia
Martial,http://twitter.com/search?q=Martial,Martial,69462.0,2021-10-02 13:06:44.759519,Australia
Everton,http://twitter.com/search?q=Everton,Everton,78939.0,2021-10-02 13:06:44.759519,Australia
#nswpol,http://twitter.com/search?q=%23nswpol,%23nswpol,,2021-10-02 13:06:44.759519,Australia
Ronaldo,http://twitter.com/search?q=Ronaldo,Ronaldo,137497.0,2021-10-02 13:06:44.759519,Australia
Premier,http://twitter.com/search?q=Premier,Premier,157358.0,2021-10-02 13:06:44.759519,Australia
#couchpeloton,http://twitter.com/search?q=%23couchpeloton,%23couchpeloton,,2021-10-02 13:06:44.759519,Australia
jungkook,http://twitter.com/search?q=jungkook,jungkook,1247526.0,2021-10-02 13:06:44.759519,Australia
Perrottet,http://twitter.com/search?q=Perrottet,Perrottet,,2021-10-02 13:06:44.759519,Australia
Halloween,http://twitter.com/search?q=Halloween,Halloween,521915.0,2021-10-02 13:06:44.759519,Australia
Boks,http://twitter.com/search?q=Boks,Boks,,2021-10-02 13:06:44.759519,Australia
Corruption,http://twitter.com/search?q=Corruption,Corruption,122114.0,2021-10-02 13:06:44.759519,Australia
All Blacks,http://twitter.com/search?q=%22All+Blacks%22,%22All+Blacks%22,,2021-10-02 13:06:44.759519,Australia
Sancho,http://twitter.com/search?q=Sancho,Sancho,24049.0,2021-10-02 13:06:44.759519,Australia
Greenwood,http://twitter.com/search?q=Greenwood,Greenwood,21170.0,2021-10-02 13:06:44.759519,Australia
Gray,http://twitter.com/search?q=Gray,Gray,52308.0,2021-10-02 13:06:44.759519,Australia
Pogba,http://twitter.com/search?q=Pogba,Pogba,17736.0,2021-10-02 13:06:44.759519,Australia
Rondon,http://twitter.com/search?q=Rondon,Rondon,,2021-10-02 13:06:44.759519,Australia
Doucoure,http://twitter.com/search?q=Doucoure,Doucoure,,2021-10-02 13:06:44.759519,Australia
Pickford,http://twitter.com/search?q=Pickford,Pickford,,2021-10-02 13:06:44.759519,Australia
minghao,http://twitter.com/search?q=minghao,minghao,48170.0,2021-10-02 13:06:44.759519,Australia
SEVENTEEN,http://twitter.com/search?q=SEVENTEEN,SEVENTEEN,604519.0,2021-10-02 13:06:44.759519,Australia
Sharri,http://twitter.com/search?q=Sharri,Sharri,,2021-10-02 13:06:44.759519,Australia
Cavani,http://twitter.com/search?q=Cavani,Cavani,19950.0,2021-10-02 13:06:44.759519,Australia
incentivise,http://twitter.com/search?q=incentivise,incentivise,,2021-10-02 13:06:44.759519,Australia
Masked Crusader,http://twitter.com/search?q=%22Masked+Crusader%22,%22Masked+Crusader%22,,2021-10-02 13:06:44.759519,Australia
McTominay,http://twitter.com/search?q=McTominay,McTominay,,2021-10-02 13:06:44.759519,Australia
Howard,http://twitter.com/search?q=Howard,Howard,15112.0,2021-10-02 13:06:44.759519,Australia
Tim Pallas,http://twitter.com/search?q=%22Tim+Pallas%22,%22Tim+Pallas%22,,2021-10-02 13:06:44.759519,Australia
Opus,http://twitter.com/search?q=Opus,Opus,,2021-10-02 13:06:44.759519,Australia
Merck,http://twitter.com/search?q=Merck,Merck,100559.0,2021-10-02 13:06:44.759519,Australia
Barrie,http://twitter.com/search?q=Barrie,Barrie,,2021-10-02 13:06:44.759519,Australia
Ruby Princess,http://twitter.com/search?q=%22Ruby+Princess%22,%22Ruby+Princess%22,,2021-10-02 13:06:44.759519,Australia
Poland,http://twitter.com/search?q=Poland,Poland,17720.0,2021-10-02 13:06:44.759519,Australia
Private Eye,http://twitter.com/search?q=%22Private+Eye%22,%22Private+Eye%22,,2021-10-02 13:06:44.759519,Australia
Noble,http://twitter.com/search?q=Noble,Noble,29352.0,2021-10-02 13:06:44.759519,Australia
Kean,http://twitter.com/search?q=Kean,Kean,,2021-10-02 13:06:44.759519,Australia
Squid Game,http://twitter.com/search?q=%22Squid+Game%22,%22Squid+Game%22,484849.0,2021-10-02 13:06:44.759519,Australia
Wallabies,http://twitter.com/search?q=Wallabies,Wallabies,,2021-10-02 13:06:44.759519,Australia
never been kissed,http://twitter.com/search?q=%22never+been+kissed%22,%22never+been+kissed%22,,2021-10-02 13:06:44.759519,Australia
Daryl,http://twitter.com/search?q=Daryl,Daryl,,2021-10-02 13:06:44.759519,Australia
Pru Goward,http://twitter.com/search?q=%22Pru+Goward%22,%22Pru+Goward%22,,2021-10-02 13:06:44.759519,Australia
Julie Bishop,http://twitter.com/search?q=%22Julie+Bishop%22,%22Julie+Bishop%22,,2021-10-02 13:06:44.759519,Australia
icare,http://twitter.com/search?q=icare,icare,,2021-10-02 13:06:44.759519,Australia
Quarters,http://twitter.com/search?q=Quarters,Quarters,,2021-10-02 13:06:44.759519,Australia
#2OutForaBolsonaro,http://twitter.com/search?q=%232OutForaBolsonaro,%232OutForaBolsonaro,33370.0,2021-10-02 13:06:44.759519,Brazil
JEON JUNGKOOK,http://twitter.com/search?q=%22JEON+JUNGKOOK%22,%22JEON+JUNGKOOK%22,93439.0,2021-10-02 13:06:44.759519,Brazil
Martial,http://twitter.com/search?q=Martial,Martial,69522.0,2021-10-02 13:06:44.759519,Brazil
#BTSat2021TMA,http://twitter.com/search?q=%23BTSat2021TMA,%23BTSat2021TMA,807088.0,2021-10-02 13:06:44.759519,Brazil
#TMA2021,http://twitter.com/search?q=%23TMA2021,%23TMA2021,201291.0,2021-10-02 13:06:44.759519,Brazil
#TMA2021,http://twitter.com/search?q=%23TMA2021,%23TMA2021,201291.0,2021-10-02 13:06:44.759519,Brazil
Everton,http://twitter.com/search?q=Everton,Everton,78721.0,2021-10-02 13:06:44.759519,Brazil
Paradise City,http://twitter.com/search?q=%22Paradise+City%22,%22Paradise+City%22,11996.0,2021-10-02 13:06:44.759519,Brazil
#ESPNnoStarPlus,http://twitter.com/search?q=%23ESPNnoStarPlus,%23ESPNnoStarPlus,,2021-10-02 13:06:44.759519,Brazil
Townsend,http://twitter.com/search?q=Townsend,Townsend,21059.0,2021-10-02 13:06:44.759519,Brazil
eunwoo,http://twitter.com/search?q=eunwoo,eunwoo,27437.0,2021-10-02 13:06:44.759519,Brazil
O PIERCING É REAL,http://twitter.com/search?q=%22O+PIERCING+%C3%89+REAL%22,%22O+PIERCING+%C3%89+REAL%22,,2021-10-02 13:06:44.759519,Brazil
hyungsik,http://twitter.com/search?q=hyungsik,hyungsik,10679.0,2021-10-02 13:06:44.759519,Brazil
SEVENTEEN,http://twitter.com/search?q=SEVENTEEN,SEVENTEEN,607277.0,2021-10-02 13:06:44.759519,Brazil
Sancho,http://twitter.com/search?q=Sancho,Sancho,24049.0,2021-10-02 13:06:44.759519,Brazil
Roberto Carlos,http://twitter.com/search?q=%22Roberto+Carlos%22,%22Roberto+Carlos%22,,2021-10-02 13:06:44.759519,Brazil
Heechul,http://twitter.com/search?q=Heechul,Heechul,29436.0,2021-10-02 13:06:44.759519,Brazil
Kang Daniel,http://twitter.com/search?q=%22Kang+Daniel%22,%22Kang+Daniel%22,18874.0,2021-10-02 13:06:44.759519,Brazil
Super Junior,http://twitter.com/search?q=%22Super+Junior%22,%22Super+Junior%22,95101.0,2021-10-02 13:06:44.759519,Brazil
Red Lights,http://twitter.com/search?q=%22Red+Lights%22,%22Red+Lights%22,26854.0,2021-10-02 13:06:44.759519,Brazil
Jinjin,http://twitter.com/search?q=Jinjin,Jinjin,27590.0,2021-10-02 13:06:44.759519,Brazil
minghao,http://twitter.com/search?q=minghao,minghao,48170.0,2021-10-02 13:06:44.759519,Brazil
moonbin,http://twitter.com/search?q=moonbin,moonbin,17572.0,2021-10-02 13:06:44.759519,Brazil
Rosa Weber,http://twitter.com/search?q=%22Rosa+Weber%22,%22Rosa+Weber%22,,2021-10-02 13:06:44.759519,Brazil
BS&T,http://twitter.com/search?q=BS%26T,BS%26T,26032.0,2021-10-02 13:06:44.759519,Brazil
Laporta,http://twitter.com/search?q=Laporta,Laporta,23311.0,2021-10-02 13:06:44.759519,Brazil
Old Trafford,http://twitter.com/search?q=%22Old+Trafford%22,%22Old+Trafford%22,20316.0,2021-10-02 13:06:44.759519,Brazil
the boyz,http://twitter.com/search?q=%22the+boyz%22,%22the+boyz%22,165351.0,2021-10-02 13:06:44.759519,Brazil
Cavani,http://twitter.com/search?q=Cavani,Cavani,19969.0,2021-10-02 13:06:44.759519,Brazil
Aracaju,http://twitter.com/search?q=Aracaju,Aracaju,,2021-10-02 13:06:44.759519,Brazil
Louder Than Bombs,http://twitter.com/search?q=%22Louder+Than+Bombs%22,%22Louder+Than+Bombs%22,17594.0,2021-10-02 13:06:44.759519,Brazil
